Month,Date,Account,Subcategory,Category,Amount,Credit,Debit,Is Income,Is Expense
2025-07,2025-07-06,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-33.91,,33.91,False,True
2025-07,2025-07-07,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-58.41,,58.41,False,True
2025-07,2025-07-09,NFCU Checking,Daycare,Daycare,-121.52,,121.52,False,True
2025-07,2025-07-01,NFCU AMEX,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),11.20,11.20,,False,True
2025-07,2025-07-09,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",6.16,6.16,,True,False
2025-07,2025-07-09,NFCU Checking,Transfer between accounts,Transfers (Internal),-300.00,,300.00,False,False
2025-07,2025-07-09,NFCU AMEX,Credit Card Payments,Transfers (Internal),300.00,300.00,,False,False
2025-07,2025-07-09,NFCU Cash Rewards Visa,Healthcare (Psychiatry),Medical/Healthcare,-25.00,,25.00,False,True
2025-07,2025-07-08,NFCU Cash Rewards Visa,Healthcare (Therapy),Medical/Healthcare,-25.00,,25.00,False,True
2025-07,2025-07-10,NFCU AMEX,Healthcare (Therapy),Medical/Healthcare,-25.00,,25.00,False,True
2025-07,2025-07-10,NFCU AMEX,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-3.99,,3.99,False,True
2025-07,2025-07-11,NFCU Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",1.73,1.73,,True,False
2025-07,2025-07-10,BofA Checking,Transfer between accounts,Transfers (Internal),-90.00,,90.00,False,False
2025-07,2025-07-10,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),90.00,90.00,,False,False
2025-07,2025-07-10,NFCU Cash Rewards Visa,Utilities (Cell Phone),Utilities,-90.00,,90.00,False,True
2025-07,2025-07-10,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,-60.00,,60.00,False,True
2025-07,2025-07-10,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-16.90,,16.90,False,True
2025-07,2025-07-10,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-26.80,,26.80,False,True
2025-07,2025-07-11,NFCU AMEX,Finance Charges (Credit Cards),Finance Charges,-9.98,,9.98,False,False
2025-07,2025-07-14,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-19.25,,19.25,False,True
2025-07,2025-07-15,BofA Checking,Transfer between accounts,Transfers (Internal),-19.25,,19.25,False,False
2025-07,2025-07-15,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),19.25,19.25,,False,False
2025-07,2025-07-14,NFCU Cash Rewards Visa,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-18.17,,18.17,False,True
2025-07,2025-07-14,NFCU Cash Rewards Visa,Grocery (Household-Cleaning/Health&Beauty),Grocery (Food/Cleaning/Pet/Health&Beauty),-12.06,,12.06,False,True
2025-07,2025-07-14,NFCU Cash Rewards Visa,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-70.08,,70.08,False,True
2025-07,2025-07-14,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,-18.40,,18.40,False,True
2025-07,2025-07-14,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-07,2025-07-15,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",246.25,246.25,,True,False
2025-07,2025-07-15,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",2216.29,2216.29,,True,False
2025-07,2025-07-15,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-07,2025-07-15,BofA Checking,Insurance (Home),Insurance (Auto/Home/Umbrella/Misc),-91.75,,91.75,False,True
2025-07,2025-07-15,BofA Checking,Insurance (Umbrella),Insurance (Auto/Home/Umbrella/Misc),-9.67,,9.67,False,True
2025-07,2025-07-15,BofA Checking,Insurance (Auto),Insurance (Auto/Home/Umbrella/Misc),-184.67,,184.67,False,True
2025-07,2025-07-14,NFCU Checking,Daycare,Daycare,-121.52,,121.52,False,True
2025-07,2025-07-14,BofA Checking,Utilities (Sewage),Utilities,-165.76,,165.76,False,True
2025-07,2025-07-14,NFCU Checking,Loan Payments (Vehicle),Transportation Expenses,-561.00,,561.00,False,True
2025-07,2025-07-14,NFCU Vehicle Loan,Transfer between accounts,Transfers (Internal),561.00,561.00,,False,False
2025-07,2025-07-15,NFCU Checking,Loan Payments (Vehicle),Transportation Expenses,-214.00,,214.00,False,True
2025-07,2025-07-18,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-07,2025-07-14,NFCU Cash Rewards Visa,Healthcare (Medical Devices),Medical/Healthcare,-172.22,,172.22,False,True
2025-07,2025-07-15,NFCU Vehicle Loan,Finance Charges (Loans),Finance Charges,-75.97,,75.97,False,False
2025-07,2025-07-18,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-9.53,,9.53,False,True
2025-07,2025-07-16,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-10.50,,10.50,False,True
2025-07,2025-07-16,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-8.99,,8.99,False,True
2025-07,2025-07-18,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-32.00,,32.00,False,True
2025-07,2025-07-18,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-63.16,,63.16,False,True
2025-07,2025-07-18,NFCU AMEX,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-8.78,,8.78,False,True
2025-07,2025-07-19,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-19.48,,19.48,False,True
2025-07,2025-07-20,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-07,2025-07-20,NFCU Checking,Daycare,Daycare,-133.52,,133.52,False,True
2025-07,2025-07-25,FSA Dependent,Transfer between accounts,Transfers (Internal),-208.33,,208.33,False,False
2025-07,2025-07-25,NFCU Checking,Transfer between accounts,Transfers (Internal),208.33,208.33,,False,False
2025-07,2025-07-21,NFCU AMEX,Gifts (Birthday),Gifts (Discretionary),-22.60,,22.60,False,True
2025-07,2025-07-21,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-10.69,,10.69,False,True
2025-07,2025-07-25,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-07,2025-07-25,NFCU Checking,Daycare,Daycare,-96.76,,96.76,False,True
2025-07,2025-07-26,NFCU Cash Rewards Visa,Personal (Haircuts),Personal/Lifestyle (Discretionary),-45.00,,45.00,False,True
2025-07,2025-07-28,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-21.39,,21.39,False,True
2025-07,2025-07-27,NFCU AMEX,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-6.60,,6.60,False,True
2025-07,2025-07-28,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-42.15,,42.15,False,True
2025-07,2025-07-25,BofA Checking,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",0.21,0.21,,True,False
2025-07,2025-07-28,BofA Checking,Transfer between accounts,Transfers (Internal),-21.39,,21.39,False,False
2025-07,2025-07-28,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),21.39,21.39,,False,False
2025-07,2025-07-28,BofA Checking,Utilities (Streaming Services),Utilities,-44.99,,44.99,False,True
2025-07,2025-07-28,NFCU Cash Rewards Visa,Healthcare (Therapy),Medical/Healthcare,-25.00,,25.00,False,True
2025-07,2025-07-31,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",2185.42,2185.42,,True,False
2025-07,2025-07-31,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-6.52,,6.52,False,True
2025-07,2025-07-31,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-63.76,,63.76,False,True
2025-07,2025-07-30,NFCU Cash Rewards Visa,Transportation Fees (Registration/Parking/Tolls/License),Transportation Expenses,-513.30,,513.30,False,True
2025-07,2025-07-30,NFCU Cash Rewards Visa,Personal (Memberships),Personal/Lifestyle (Discretionary),-58.00,,58.00,False,True
2025-07,2025-07-30,NFCU Cash Rewards Visa,Transportation Fees (Registration/Parking/Tolls/License),Transportation Expenses,-1024.55,,1024.55,False,True
2025-07,2025-07-31,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-07,2025-07-31,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",242.82,242.82,,True,False
2025-08,2025-08-01,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-07,2025-07-31,FSA Health,Transfer between accounts,Transfers (Internal),-90.10,,90.10,False,False
2025-07,2025-07-31,NFCU Checking,Transfer between accounts,Transfers (Internal),90.10,90.10,,False,False
2025-07,2025-07-31,BofA Checking,Loan Payments (Vehicle),Transportation Expenses,-152.06,,152.06,False,True
2025-08,2025-08-01,NFCU Checking,Daycare,Daycare,-50.00,,50.00,False,True
2025-08,2025-08-01,NFCU Checking,Daycare,Daycare,-121.52,,121.52,False,True
2025-08,2025-08-01,NFCU Checking,Loan Payments (Mortgage Payments),Housing (Repairs/Mortgage/Taxes),-550.00,,550.00,False,True
2025-07,2025-07-31,NFCU Savings,Transfer between accounts,Transfers (Internal),-1238.25,,1238.25,False,False
2025-07,2025-07-31,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),1238.25,1238.25,,False,False
2025-07,2025-07-31,NFCU Checking,Transfer between accounts,Transfers (Internal),-2500.00,,2500.00,False,False
2025-07,2025-07-31,NFCU AMEX,Transfer between accounts,Transfers (Internal),2500.00,2500.00,,False,False
2025-07,2025-07-31,NFCU Checking,Transfer between accounts,Transfers (Internal),-300.00,,300.00,False,False
2025-07,2025-07-31,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),300.00,300.00,,False,False
2025-07,2025-07-31,NFCU Checking,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-5.87,,5.87,False,True
2025-07,2025-07-31,NFCU Checking,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",0.37,0.37,,True,False
2025-08,2025-08-01,NFCU Cash Rewards Visa,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-21.20,,21.20,False,True
2025-08,2025-08-01,NFCU Cash Rewards Visa,Transportation Fees (Registration/Parking/Tolls/License),Transportation Expenses,-35.00,,35.00,False,True
2025-08,2025-08-01,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,-2.98,,2.98,False,True
2025-08,2025-08-03,NFCU Cash Rewards Visa,Gifts (Birthday),Gifts (Discretionary),-1.34,,1.34,False,True
2025-08,2025-08-03,NFCU Cash Rewards Visa,Transportation (Satellite Radio),Transportation Expenses,-9.66,,9.66,False,True
2025-08,2025-08-01,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-28.50,,28.50,False,True
2025-08,2025-08-03,NFCU AMEX,Entertainment (Bakery),Entertainment (Travel/Attractions/Dining),-36.70,,36.70,False,True
2025-08,2025-08-03,NFCU AMEX,Gifts (Birthday),Gifts (Discretionary),-32.74,,32.74,False,True
2025-07,2025-07-31,NFCU Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",0.13,0.13,,True,False
2025-08,2025-08-03,NFCU Checking,Transfer between accounts,Transfers (Internal),320.00,320.00,,False,False
2025-08,2025-08-05,BofA Checking,Transfer between accounts,Transfers (Internal),-9.66,,9.66,False,False
2025-08,2025-08-05,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),9.66,9.66,,False,False
2025-08,2025-08-03,NFCU Cash Rewards Visa,Utilities (Electricity),Utilities,-220.86,,220.86,False,True
2025-08,2025-08-05,BofA Checking,Transfer between accounts,Transfers (Internal),-220.86,,220.86,False,False
2025-08,2025-08-05,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),220.86,220.86,,False,False
2025-08,2025-08-04,NFCU Cash Rewards Visa,Utilities (Natural Gas),Utilities,-44.60,,44.60,False,True
2025-08,2025-08-05,BofA Checking,Transfer between accounts,Transfers (Internal),-44.60,,44.60,False,False
2025-08,2025-08-05,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),44.60,44.60,,False,False
2025-08,2025-08-10,NFCU Cash Rewards Visa,Utilities (Cell Phone),Utilities,-90.00,,90.00,False,True
2025-08,2025-08-05,BofA Checking,Transfer between accounts,Transfers (Internal),-90.00,,90.00,False,False
2025-08,2025-08-05,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),90.00,90.00,,False,False
2025-07,2025-07-31,Lending Club Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",29.71,29.71,,True,False
2025-08,2025-08-04,BofA Checking,Transfer between accounts,Transfers (Internal),-150.00,,150.00,False,False
2025-08,2025-08-04,Lending Club Savings,Transfer between accounts,Transfers (Internal),150.00,150.00,,False,False
2025-08,2025-08-04,NFCU Checking,Transfer between accounts,Transfers (Internal),-100.00,,100.00,False,False
2025-08,2025-08-04,Lending Club Savings,Transfer between accounts,Transfers (Internal),100.00,100.00,,False,False
2025-08,2025-08-03,NFCU Checking,Transfer between accounts,Transfers (Internal),-50.00,,50.00,False,False
2025-08,2025-08-03,NFCU Savings,Transfer between accounts,Transfers (Internal),50.00,50.00,,False,False
2025-08,2025-08-03,NFCU Checking,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",45.44,45.44,,True,False
2025-08,2025-08-01,FSA Health,Transfer between accounts,Transfers (Internal),-0.18,,0.18,False,False
2025-08,2025-08-03,NFCU Cash Rewards Visa,Gifts (Birthday),Gifts (Discretionary),-141.70,,141.70,False,True
2025-08,2025-08-03,NFCU Cash Rewards Visa,Gifts (Birthday),Gifts (Discretionary),-13.90,,13.90,False,True
2025-08,2025-08-03,NFCU Cash Rewards Visa,Gifts (Birthday),Gifts (Discretionary),-118.12,,118.12,False,True
2025-08,2025-08-04,FSA Dependent,Transfer between accounts,Transfers (Internal),-208.33,,208.33,False,False
2025-08,2025-08-04,NFCU Checking,Transfer between accounts,Transfers (Internal),208.33,208.33,,False,False
2025-08,2025-08-01,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-16.90,,16.90,False,True
2025-08,2025-08-01,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-9.55,,9.55,False,True
2025-08,2025-08-06,NFCU Cash Rewards Visa,Healthcare (Psychiatry),Medical/Healthcare,-25.00,,25.00,False,True
2025-08,2025-08-06,NFCU Savings,Transfer between accounts,Transfers (Internal),12.29,12.29,,False,False
2025-08,2025-08-07,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-08,2025-08-10,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-61.04,,61.04,False,True
2025-08,2025-08-08,NFCU Cash Rewards Visa,Grocery (Household-Cleaning/Health&Beauty),Grocery (Food/Cleaning/Pet/Health&Beauty),-7.60,,7.60,False,True
2025-08,2025-08-10,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,-60.00,,60.00,False,True
2025-08,2025-08-10,NFCU Cash Rewards Visa,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-5.60,,5.60,False,True
2025-08,2025-08-11,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-10.41,,10.41,False,True
2025-08,2025-08-11,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-32.00,,32.00,False,True
2025-08,2025-08-11,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-18.10,,18.10,False,True
2025-08,2025-08-12,NFCU Savings,Transfer between accounts,Transfers (Internal),3.76,3.76,,False,False
2025-08,2025-08-14,NFCU Checking,Transfer between accounts,Transfers (Internal),-561.00,,561.00,False,False
2025-08,2025-08-14,NFCU Vehicle Loan,Transfer between accounts,Transfers (Internal),561.00,561.00,,False,False
2025-08,2025-08-14,NFCU Vehicle Loan,Finance Charges (Loans),Finance Charges,-73.29,,73.29,False,False
2025-08,2025-08-12,NFCU AMEX,Finance Charges (Credit Cards),Finance Charges,-6.07,,6.07,False,False
2025-08,2025-08-13,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-19.25,,19.25,False,True
2025-08,2025-08-14,BofA Checking,Transfer between accounts,Transfers (Internal),-19.25,,19.25,False,False
2025-08,2025-08-14,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),19.25,19.25,,False,False
2025-08,2025-08-13,NFCU Cash Rewards Visa,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-106.99,,106.99,False,True
2025-08,2025-08-15,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",2216.29,2216.29,,True,False
2025-08,2025-08-15,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-08,2025-08-15,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",246.25,246.25,,True,False
2025-08,2025-08-15,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-08,2025-08-15,BofA Checking,Insurance (Auto),Insurance (Auto/Home/Umbrella/Misc),-15.42,,15.42,False,True
2025-08,2025-08-15,BofA Checking,Insurance (Auto),Insurance (Auto/Home/Umbrella/Misc),-225.25,,225.25,False,True
2025-08,2025-08-15,BofA Checking,Insurance (Home),Insurance (Auto/Home/Umbrella/Misc),-91.75,,91.75,False,True
2025-08,2025-08-15,BofA Checking,Insurance (Umbrella),Insurance (Auto/Home/Umbrella/Misc),-4.17,,4.17,False,True
2025-08,2025-08-20,BofA Checking,Utilities (Water),Utilities,-138.11,,138.11,False,True
2025-08,2025-08-15,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-08,2025-08-15,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",3.74,3.74,,True,False
2025-08,2025-08-18,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-23.50,,23.50,False,True
2025-08,2025-08-18,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-61.04,,61.04,False,True
2025-08,2025-08-18,NFCU Cash Rewards Visa,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-14.07,,14.07,False,True
2025-08,2025-08-19,NFCU Cash Rewards Visa,Utilities (Electricity),Utilities,-240.05,,240.05,False,True
2025-08,2025-08-19,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-19.99,,19.99,False,True
2025-08,2025-08-20,NFCU Cash Rewards Visa,Housing (Home Goods),Housing (Repairs/Mortgage/Taxes),-7.41,,7.41,False,True
2025-08,2025-08-20,NFCU Cash Rewards Visa,Healthcare (Medical Devices),Medical/Healthcare,-21.90,,21.90,False,True
2025-08,2025-08-20,NFCU Cash Rewards Visa,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-21.00,,21.00,False,True
2025-08,2025-08-20,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-15.16,,15.16,False,True
2025-08,2025-08-20,NFCU Cash Rewards Visa,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-32.28,,32.28,False,True
2025-08,2025-08-22,NFCU Savings,Transfer between accounts,Transfers (Internal),6.49,6.49,,False,False
2025-08,2025-08-22,NFCU Checking,Transfer between accounts,Transfers (Internal),-6.49,,6.49,False,False
2025-08,2025-08-22,NFCU Cash Rewards Visa,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",6.49,6.49,,True,False
2025-08,2025-08-22,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-08,2025-08-22,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-24.66,,24.66,False,True
2025-08,2025-08-23,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-15.16,,15.16,False,True
2025-08,2025-08-25,FSA Dependent,Transfer between accounts,Transfers (Internal),-208.33,,208.33,False,False
2025-08,2025-08-25,NFCU Checking,Transfer between accounts,Transfers (Internal),208.33,208.33,,False,False
2025-08,2025-08-28,NFCU Checking,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-5.87,,5.87,False,True
2025-08,2025-08-28,BofA Checking,Utilities (Streaming Services),Utilities,-44.99,,44.99,False,True
2025-08,2025-08-29,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",2185.42,2185.42,,True,False
2025-08,2025-08-29,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",242.82,242.82,,True,False
2025-08,2025-08-29,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-08,2025-08-29,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-08,2025-08-28,NFCU Checking,Loan Payments (Mortgage Payments),Housing (Repairs/Mortgage/Taxes),-550.00,,550.00,False,True
2025-08,2025-08-29,BofA Checking,Transfer between accounts,Transfers (Internal),-240.05,,240.05,False,False
2025-08,2025-08-29,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),240.05,240.05,,False,False
2025-08,2025-08-29,NFCU Checking,Transfer between accounts,Transfers (Internal),-1772.00,,1772.00,False,False
2025-08,2025-08-29,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),1772.00,1772.00,,False,False
2025-08,2025-08-29,NFCU Checking,Transfer between accounts,Transfers (Internal),-1500.00,,1500.00,False,False
2025-08,2025-08-29,NFCU AMEX,Transfer between accounts,Transfers (Internal),1500.00,1500.00,,False,False
2025-08,2025-08-28,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-24.00,,24.00,False,True
2025-08,2025-08-28,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-65.28,,65.28,False,True
2025-08,2025-08-27,NFCU Cash Rewards Visa,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-93.24,,93.24,False,True
2025-08,2025-08-28,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-21.39,,21.39,False,True
2025-08,2025-08-29,BofA Checking,Transfer between accounts,Transfers (Internal),-21.39,,21.39,False,False
2025-08,2025-08-29,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),21.39,21.39,,False,False
2025-09,2025-09-05,BofA Checking,Transfer between accounts,Transfers (Internal),-90.00,,90.00,False,False
2025-09,2025-09-05,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),90.00,90.00,,False,False
2025-09,2025-09-03,NFCU Cash Rewards Visa,Utilities (Natural Gas),Utilities,-40.33,,40.33,False,True
2025-09,2025-09-05,BofA Checking,Transfer between accounts,Transfers (Internal),-40.33,,40.33,False,False
2025-09,2025-09-05,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),40.33,40.33,,False,False
2025-09,2025-09-05,NFCU Cash Rewards Visa,Transportation (Satellite Radio),Transportation Expenses,-9.66,,9.66,False,True
2025-09,2025-09-05,BofA Checking,Transfer between accounts,Transfers (Internal),-9.66,,9.66,False,False
2025-09,2025-09-05,NFCU Cash Rewards Visa,Transfer between accounts,Transfers (Internal),9.66,9.66,,False,False
2025-09,2025-09-02,BofA Checking,Transfer between accounts,Transfers (Internal),-100.00,,100.00,False,False
2025-09,2025-09-02,Lending Club Savings,Transfer between accounts,Transfers (Internal),100.00,100.00,,False,False
2025-09,2025-09-02,NFCU Checking,Transfer between accounts,Transfers (Internal),-150.00,,150.00,False,False
2025-09,2025-09-02,Lending Club Savings,Transfer between accounts,Transfers (Internal),150.00,150.00,,False,False
2025-08,2025-08-29,NFCU Checking,Daycare,Daycare,-225.00,,225.00,False,True
2025-08,2025-08-29,NFCU Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",0.17,0.17,,True,False
2025-09,2025-09-01,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-14.17,,14.17,False,True
2025-08,2025-08-31,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,19.55,19.55,,False,True
2025-09,2025-09-01,NFCU Cash Rewards Visa,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-21.20,,21.20,False,True
2025-08,2025-08-31,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,-54.19,,54.19,False,True
2025-09,2025-09-01,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-11.16,,11.16,False,True
2025-09,2025-09-01,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-19.64,,19.64,False,True
2025-09,2025-09-01,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-26.42,,26.42,False,True
2025-09,2025-09-02,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",4.83,4.83,,True,False
2025-09,2025-09-02,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-08,2025-08-29,Lending Club Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",30.17,30.17,,True,False
